Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-02-03T23:23:03,13522,414,386
Guangdong,Mainland China,2020-02-03T12:53:02,725,0,21
Zhejiang,Mainland China,2020-02-03T13:33:02,724,0,43
Henan,Mainland China,2020-02-03T17:11:34,566,2,16
Hunan,Mainland China,2020-02-03T11:03:10,521,0,22
Anhui,Mainland China,2020-02-03T17:11:34,408,0,14
Jiangxi,Mainland China,2020-02-03T01:33:02,391,0,18
Chongqing,Mainland China,2020-02-03T23:43:02,337,2,9
Jiangsu,Mainland China,2020-02-03T11:03:10,271,0,8
Shandong,Mainland China,2020-02-03T17:11:34,259,0,7
Sichuan,Mainland China,2020-02-03T11:23:23,254,1,14
Beijing,Mainland China,2020-02-03T09:23:05,212,1,12
Shanghai,Mainland China,2020-02-03T07:03:12,203,1,10
Fujian,Mainland China,2020-02-03T11:33:13,179,0,1
Shaanxi,Mainland China,2020-02-03T02:33:02,128,0,0
Guangxi,Mainland China,2020-02-03T12:33:02,127,0,7
Heilongjiang,Mainland China,2020-02-03T07:13:19,121,2,2
Yunnan,Mainland China,2020-02-03T23:23:03,117,0,5
Hebei,Mainland China,2020-02-03T00:23:14,113,1,3
Liaoning,Mainland China,2020-02-03T17:11:34,74,0,1
Shanxi,Mainland China,2020-02-03T23:13:11,74,0,2
Hainan,Mainland China,2020-02-03T17:11:34,72,1,4
Tianjin,Mainland China,2020-02-03T13:53:03,60,0,1
Gansu,Mainland China,2020-02-03T23:03:08,55,0,3
Guizhou,Mainland China,2020-02-03T01:03:22,46,0,2
Inner Mongolia,Mainland China,2020-02-03T03:03:09,34,0,1
Jilin,Mainland China,2020-02-03T00:53:03,31,0,1
Ningxia,Mainland China,2020-02-03T08:33:03,31,0,1
Xinjiang,Mainland China,2020-02-03T01:13:21,24,0,0
OtherProvince,China,2020-02-03T01:13:21,6157,11,228
,ForeignCountry,2020-02-01T18:53:03,202,1,9
